site.name,site.id,ccamlr.region,Longitude.EPSG.4326,Latitude.EPSG.4326,common.name,day,month,year,season.starting,count,accuracy,count.type
Cape Hallett,CHAL,88.1,170.2142,-72.3179,adelie penguin,0,12,1984,1984,58084,2,nests
Cape Hallett,CHAL,88.1,170.2142,-72.3179,adelie penguin,0,12,1985,1985,60984,2,nests
Cape Hallett,CHAL,88.1,170.2142,-72.3179,adelie penguin,0,12,1986,1986,58243,2,nests
Cape Hallett,CHAL,88.1,170.2142,-72.3179,adelie penguin,0,12,1987,1987,66319,2,nests
Cape Hallett,CHAL,88.1,170.2142,-72.3179,adelie penguin,0,12,1988,1988,56153,2,nests
Cape Hallett,CHAL,88.1,170.2142,-72.3179,adelie penguin,0,12,1990,1990,45362,2,nests
Cape Hallett,CHAL,88.1,170.2142,-72.3179,adelie penguin,0,12,1991,1991,43942,2,nests
Cape Hallett,CHAL,88.1,170.2142,-72.3179,adelie penguin,0,12,1992,1992,50502,2,nests
Cape Hallett,CHAL,88.1,170.2142,-72.3179,adelie penguin,0,12,1996,1996,47505,2,nests
Cape Hallett,CHAL,88.1,170.2142,-72.3179,adelie penguin,0,12,1998,1998,34287,2,nests
Cape Hallett,CHAL,88.1,170.2142,-72.3179,adelie penguin,0,12,2001,2001,38796,2,nests
Cape Hallett,CHAL,88.1,170.2142,-72.3179,adelie penguin,0,12,2006,2006,24848,2,nests
Cape Hallett,CHAL,88.1,170.2142,-72.3179,adelie penguin,14,2,2011,2010,61160,5,nests
Cape Hallett,CHAL,88.1,170.2142,-72.3179,adelie penguin,0,12,2013,2013,47169,2,nests
Chappel Island,CHAP,58.4.1,110.4193,-66.1772,adelie penguin,14,2,1980,1979,2618,2,adults
Chappel Island,CHAP,58.4.1,110.4193,-66.1772,adelie penguin,25,12,1989,1989,5780,2,nests
Chappel Island,CHAP,58.4.1,110.4193,-66.1772,adelie penguin,1,2,2011,2010,4597,5,nests
Charcot Island,CHAR,88.3,-75.4074,-69.7617,adelie penguin,0,2,1987,1986,50,3,chicks
Charcot Island,CHAR,88.3,-75.4074,-69.7617,adelie penguin,3,2,2011,2010,28,5,nests
Child Rocks Islands 1,CHI1,58.4.2,63.2749,-67.4377,adelie penguin,23,11,2005,2005,500,5,nests
Child Rocks Islands 2,CHI2,58.4.2,63.2824,-67.438,adelie penguin,23,11,2005,2005,5000,5,nests
Child Rocks Islands 3,CHI3,58.4.2,63.2715,-67.4387,adelie penguin,23,11,2005,2005,500,5,nests
Chick Islands,CHIC,58.4.1,120.9934,-66.7918,adelie penguin,3,2,2011,2010,475,5,nests
Chinstrap Islet,CHII,88.1,163.317,-66.9171,chinstrap penguin,23,1,1973,1972,20,1,adults
Chinstrap Islet,CHII,88.1,163.317,-66.9171,adelie penguin,0,12,1984,1984,1999,2,nests
Chinstrap Islet,CHII,88.1,163.317,-66.9171,adelie penguin,0,12,2005,2005,3092,2,nests
Chinstrap Islet,CHII,88.1,163.317,-66.9171,chinstrap penguin,27,2,2014,2013,84,4,adults
Cape Hunter,CHUN,58.4.1,142.349,-66.963,adelie penguin,0,0,1997,1997,15997,2,nests
Cape Hunter,CHUN,58.4.1,142.349,-66.963,adelie penguin,14,3,2010,2009,7709,5,nests
Clark Island,CLAR,88.2,-105.193,-74.056,adelie penguin,11,1,2012,2011,322,5,nests
Coulman Middle,CMID,88.1,169.8854,-73.4372,adelie penguin,0,12,1983,1983,4161,2,nests
Coulman Middle,CMID,88.1,169.8854,-73.4372,adelie penguin,0,12,1985,1985,4647,2,nests
Coulman Middle,CMID,88.1,169.8854,-73.4372,adelie penguin,0,12,1986,1986,6171,2,nests
Coulman Middle,CMID,88.1,169.8854,-73.4372,adelie penguin,0,12,1987,1987,5528,2,nests
Coulman Middle,CMID,88.1,169.8854,-73.4372,adelie penguin,0,12,1988,1988,5516,2,nests
Coulman Middle,CMID,88.1,169.8854,-73.4372,adelie penguin,0,12,1989,1989,5413,2,nests
Coulman Middle,CMID,88.1,169.8854,-73.4372,adelie penguin,0,12,1991,1991,4141,2,nests
Coulman Middle,CMID,88.1,169.8854,-73.4372,adelie penguin,0,12,1993,1993,4138,2,nests
Coulman Middle,CMID,88.1,169.8854,-73.4372,adelie penguin,0,12,1996,1996,5019,2,nests
Coulman Middle,CMID,88.1,169.8854,-73.4372,adelie penguin,0,12,1998,1998,2668,2,nests
Coulman Middle,CMID,88.1,169.8854,-73.4372,adelie penguin,0,12,2001,2001,3012,2,nests
Coulman Middle,CMID,88.1,169.8854,-73.4372,adelie penguin,0,12,2006,2006,2737,2,nests
Coulman Middle,CMID,88.1,169.8854,-73.4372,adelie penguin,7,2,2011,2010,4150,5,nests
Coulman Middle,CMID,88.1,169.8854,-73.4372,adelie penguin,0,12,2013,2013,9278,2,nests
Coulman North,CNOR,88.1,169.8401,-73.3822,adelie penguin,0,12,1983,1983,2347,2,nests
Coulman North,CNOR,88.1,169.8401,-73.3822,adelie penguin,0,12,1986,1986,2362,2,nests
Coulman North,CNOR,88.1,169.8401,-73.3822,adelie penguin,0,12,1988,1988,2064,2,nests
Coulman North,CNOR,88.1,169.8401,-73.3822,adelie penguin,0,12,1989,1989,1874,2,nests
Coulman North,CNOR,88.1,169.8401,-73.3822,adelie penguin,0,12,1991,1991,1098,2,nests
Coulman North,CNOR,88.1,169.8401,-73.3822,adelie penguin,0,12,1993,1993,1492,2,nests
Coulman North,CNOR,88.1,169.8401,-73.3822,adelie penguin,0,12,2001,2001,2428,2,nests
Coulman North,CNOR,88.1,169.8401,-73.3822,adelie penguin,0,12,2002,2002,1556,2,nests
Coulman North,CNOR,88.1,169.8401,-73.3822,adelie penguin,0,12,2006,2006,1348,2,nests
Coulman North,CNOR,88.1,169.8401,-73.3822,adelie penguin,22,12,2010,2010,501,5,nests
Coulman North,CNOR,88.1,169.8401,-73.3822,adelie penguin,0,12,2013,2013,2751,2,nests
Colbeck Archipelago Unnamed 1,COLB,58.4.2,61.0647,-67.3436,adelie penguin,2,2,2011,2010,958,5,nests
Conical Island (Aviation Islands),CONI,88.1,158.7833,-69.2667,adelie penguin,0,12,1985,1985,128,2,nests
Cape Cornish (NE Buckle),CORN,88.1,163.2139,-66.7031,adelie penguin,0,12,1984,1984,533,2,nests
Cape Cornish (NE Buckle),CORN,88.1,163.2139,-66.7031,adelie penguin,0,12,2005,2005,401,2,nests
Cape Cotter,COTT,88.1,170.3122,-72.4045,adelie penguin,0,12,1981,1981,24440,2,nests
Cape Cotter,COTT,88.1,170.3122,-72.4045,adelie penguin,0,12,1983,1983,42855,2,nests
Cape Cotter,COTT,88.1,170.3122,-72.4045,adelie penguin,0,12,1984,1984,48462,2,nests
Cape Cotter,COTT,88.1,170.3122,-72.4045,adelie penguin,0,12,1987,1987,58776,2,nests
Cape Cotter,COTT,88.1,170.3122,-72.4045,adelie penguin,0,12,1988,1988,43423,2,nests
Cape Cotter,COTT,88.1,170.3122,-72.4045,adelie penguin,0,12,1990,1990,27764,2,nests
Cape Cotter,COTT,88.1,170.3122,-72.4045,adelie penguin,0,12,1996,1996,32122,2,nests
Cape Cotter,COTT,88.1,170.3122,-72.4045,adelie penguin,0,12,2006,2006,21280,2,nests
Cape Cotter,COTT,88.1,170.3122,-72.4045,adelie penguin,29,1,2011,2010,39121,5,nests
Cape Cotter,COTT,88.1,170.3122,-72.4045,adelie penguin,0,12,2013,2013,49198,2,nests
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,0,0,1964,1964,2100,2,chicks
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,0,0,1983,1983,22137,2,chicks
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,0,0,2005,2005,24207,1,chicks
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,0,0,2005,2005,25406,1,adults
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,0,0,2006,2006,16757,2,chicks
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,0,0,2006,2006,31432,1,adults
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,0,0,2007,2007,16566,2,chicks
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,0,0,2007,2007,20202,1,adults
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,0,0,2008,2008,22511,2,chicks
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,0,0,2008,2008,25966,1,adults
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,16,10,2009,2009,25298,2,adults
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,0,0,2010,2010,9305,2,chicks
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,0,0,2010,2010,11348,1,adults
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,0,0,2011,2011,12382,1,chicks
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,0,0,2011,2011,26959,1,adults
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,0,0,2012,2012,25244,2,chicks
Coulman Island,COUL,88.1,169.61,-73.35,emperor penguin,0,0,2012,2012,25428,1,adults
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,0,0,1968,1968,711,1,chicks
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,0,0,1969,1969,697,1,chicks
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,0,0,1974,1974,256,1,chicks
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,0,0,1975,1975,118,1,chicks
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,0,0,1977,1977,40,1,chicks
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,0,0,1983,1983,78,1,chicks
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,0,12,1985,1985,167392,2,nests
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,0,12,1986,1986,177284,2,nests
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,0,12,1987,1987,177083,2,nests
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,0,12,1988,1988,131694,2,nests
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,0,12,1989,1989,136309,2,nests
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,0,12,1990,1990,109156,2,nests
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,0,12,1991,1991,118220,2,nests
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,0,12,1992,1992,134438,2,nests
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,0,12,1993,1993,121457,2,nests
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,0,12,1994,1994,120983,2,nests
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,0,12,1995,1995,115771,2,nests
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,0,12,1996,1996,117675,2,nests
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,0,12,1997,1997,153396,2,nests
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,0,12,1998,1998,125441,2,nests
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,0,12,1999,1999,156441,2,nests
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,0,0,2000,2000,1201,1,chicks
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,0,12,2001,2001,67114,2,nests
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,0,0,2001,2001,0,1,chicks
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,0,0,2001,2001,0,1,adults
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,0,12,2002,2002,161079,2,nests
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,0,0,2002,2002,247,1,chicks
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,0,12,2003,2003,100843,2,nests
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,0,0,2003,2003,279,1,chicks
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,0,0,2003,2003,333,1,adults
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,0,12,2004,2004,182492,2,nests
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,0,0,2004,2004,475,1,chicks
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,0,0,2004,2004,224,1,adults
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,0,12,2005,2005,194449,2,nests
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,0,0,2005,2005,0,1,chicks
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,0,0,2005,2005,437,1,adults
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,0,12,2006,2006,205667,2,nests
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,0,0,2006,2006,359,1,chicks
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,0,0,2006,2006,469,1,adults
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,0,12,2007,2007,197990,2,nests
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,0,0,2007,2007,612,1,chicks
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,0,0,2007,2007,537,1,adults
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,0,12,2008,2008,193624,2,nests
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,0,0,2008,2008,367,1,chicks
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,0,0,2008,2008,623,1,adults
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,0,12,2009,2009,282515,2,nests
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,11,10,2009,2009,303,2,adults
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,0,12,2010,2010,278928,2,nests
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,0,0,2010,2010,427,1,chicks
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,0,0,2010,2010,856,1,adults
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,0,12,2011,2011,261371,2,nests
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,0,0,2011,2011,709,1,chicks
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,0,0,2011,2011,878,1,adults
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,0,12,2012,2012,272340,2,nests
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,0,0,2012,2012,1080,1,chicks
Cape Crozier,CROZ,88.1,169.32,-77.46,emperor penguin,0,0,2012,2012,1189,1,adults
Cape Crozier,CROZ,88.1,169.32,-77.46,adelie penguin,0,12,2013,2013,280787,2,nests
Cruzen Island,CRUZ,88.2,-140.3266,-74.7341,adelie penguin,30,1,2011,2010,226,5,nests
Coulman South,CSOU,88.1,169.8779,-73.5137,adelie penguin,0,12,1983,1983,19084,2,nests
Coulman South,CSOU,88.1,169.8779,-73.5137,adelie penguin,0,12,1986,1986,14580,2,nests
Coulman South,CSOU,88.1,169.8779,-73.5137,adelie penguin,0,12,1987,1987,25226,2,nests
Coulman South,CSOU,88.1,169.8779,-73.5137,adelie penguin,0,12,1988,1988,17833,2,nests
Coulman South,CSOU,88.1,169.8779,-73.5137,adelie penguin,0,12,1989,1989,16302,2,nests
Coulman South,CSOU,88.1,169.8779,-73.5137,adelie penguin,0,12,1993,1993,14842,2,nests
Coulman South,CSOU,88.1,169.8779,-73.5137,adelie penguin,0,12,1996,1996,13219,2,nests
Coulman South,CSOU,88.1,169.8779,-73.5137,adelie penguin,0,12,1998,1998,10760,2,nests
Coulman South,CSOU,88.1,169.8779,-73.5137,adelie penguin,0,12,2006,2006,13174,2,nests
Coulman South,CSOU,88.1,169.8779,-73.5137,adelie penguin,8,2,2011,2010,14786,5,nests
Coulman South,CSOU,88.1,169.8779,-73.5137,adelie penguin,0,12,2013,2013,24947,2,nests
Curzon Islands,CURZ,58.4.1,141.5669,-66.767,adelie penguin,0,0,1997,1997,12641,2,nests
Curzon Islands,CURZ,58.4.1,141.5669,-66.767,adelie penguin,5,2,2011,2010,14694,5,nests
Cape Darnley,DARN,58.4.2,69.7,-67.88,emperor penguin,0,0,1961,1961,5000,3,adults
Cape Darnley,DARN,58.4.2,69.7,-67.88,emperor penguin,15,10,2009,2009,3465,2,adults
Davis Island,DAVI,58.4.1,108.4444,-66.6637,adelie penguin,0,0,1993,1993,8730,2,nests
Davis Island,DAVI,58.4.1,108.4444,-66.6637,adelie penguin,17,2,2011,2010,8418,5,nests
Dawson,DAWS,48.5,-26.67,-76.02,emperor penguin,0,0,1986,1986,11700,2,chicks
Dawson,DAWS,48.5,-26.67,-76.02,emperor penguin,13,10,2009,2009,2597,2,adults
Davis Bay,DBAY,88.1,158.49,-69.35,emperor penguin,11,10,2009,2009,1745,2,adults
Cape Denison,DENI,58.4.1,142.6647,-67.0072,adelie penguin,16,1,1982,1981,4898,1,chicks
Cape Denison,DENI,58.4.1,142.6647,-67.0072,adelie penguin,5,2,2011,2010,13834,5,nests
Dibble Glacier,DIBB,58.4.1,134.79,-66.01,emperor penguin,12,10,2009,2009,12476,2,adults
Dolleman,DOLL,48.5,-60.43,-70.61,emperor penguin,4,10,2009,2009,1620,2,adults
Dome Island (Aviation Islands),DOME,88.1,158.7833,-69.2667,adelie penguin,0,12,1985,1985,161,2,nests
Douglas Islands 1,DOU1,58.4.2,63.3893,-67.3803,adelie penguin,23,11,2005,2005,50,5,nests
Douglas Islands 2,DOU2,58.4.2,63.3895,-67.3849,adelie penguin,23,11,2005,2005,500,5,nests
Downshire Cliffs,DOWN,88.1,170.592,-71.5582,adelie penguin,0,0,1982,1982,4000,4,chicks
Downshire Cliffs,DOWN,88.1,170.592,-71.5582,adelie penguin,0,12,1983,1983,17044,2,nests
Downshire Cliffs,DOWN,88.1,170.592,-71.5582,adelie penguin,0,12,1984,1984,24300,2,nests
Downshire Cliffs,DOWN,88.1,170.592,-71.5582,adelie penguin,0,12,1986,1986,23695,2,nests
Downshire Cliffs,DOWN,88.1,170.592,-71.5582,adelie penguin,0,12,1988,1988,22589,2,nests
Downshire Cliffs,DOWN,88.1,170.592,-71.5582,adelie penguin,0,12,1990,1990,12492,2,nests
Downshire Cliffs,DOWN,88.1,170.592,-71.5582,adelie penguin,0,12,1992,1992,16310,2,nests
Downshire Cliffs,DOWN,88.1,170.592,-71.5582,adelie penguin,0,12,1998,1998,24922,2,nests
Downshire Cliffs,DOWN,88.1,170.592,-71.5582,adelie penguin,0,12,2001,2001,20553,2,nests
Downshire Cliffs,DOWN,88.1,170.592,-71.5582,adelie penguin,11,11,2011,2011,14373,5,nests
Downshire Cliffs,DOWN,88.1,170.592,-71.5582,adelie penguin,0,12,2013,2013,35640,2,nests
Drescher,DRES,48.6,-19.34,-72.83,emperor penguin,0,0,1986,1986,6600,2,chicks
Drescher,DRES,48.6,-19.34,-72.83,emperor penguin,4,10,2009,2009,2305,2,adults
Duke of York Island,DUKE,88.1,170.0635,-71.6235,adelie penguin,0,12,1982,1982,3283,2,nests
Duke of York Island,DUKE,88.1,170.0635,-71.6235,adelie penguin,0,0,1982,1982,1750,2,chicks
Duke of York Island,DUKE,88.1,170.0635,-71.6235,adelie penguin,0,12,1985,1985,4749,2,nests
Duke of York Island,DUKE,88.1,170.0635,-71.6235,adelie penguin,0,12,1988,1988,4544,2,nests
Duke of York Island,DUKE,88.1,170.0635,-71.6235,adelie penguin,0,12,1990,1990,2307,2,nests
Duke of York Island,DUKE,88.1,170.0635,-71.6235,adelie penguin,0,12,1992,1992,4003,2,nests
Duke of York Island,DUKE,88.1,170.0635,-71.6235,adelie penguin,16,2,2011,2010,16340,5,nests
Duke of York Island,DUKE,88.1,170.0635,-71.6235,adelie penguin,0,12,2013,2013,8548,2,nests
Edmonson Point,EDMO,88.1,165.0666,-74.3167,adelie penguin,0,12,1981,1981,1431,2,nests
Edmonson Point,EDMO,88.1,165.0666,-74.3167,adelie penguin,0,12,1984,1984,1867,2,nests
Edmonson Point,EDMO,88.1,165.0666,-74.3167,adelie penguin,0,12,1987,1987,2491,2,nests
Edmonson Point,EDMO,88.1,165.0666,-74.3167,adelie penguin,0,12,1989,1989,1792,2,nests
Edmonson Point,EDMO,88.1,165.0666,-74.3167,adelie penguin,0,12,1991,1991,1316,2,nests
Edmonson Point,EDMO,88.1,165.0666,-74.3167,adelie penguin,0,12,1992,1992,1338,2,nests
Edmonson Point,EDMO,88.1,165.0666,-74.3167,adelie penguin,0,12,1993,1993,1381,2,nests
Edmonson Point,EDMO,88.1,165.0666,-74.3167,adelie penguin,0,12,1996,1996,1622,2,nests
Edmonson Point,EDMO,88.1,165.0666,-74.3167,adelie penguin,0,12,2005,2005,3015,2,nests
Edmonson Point,EDMO,88.1,165.0666,-74.3167,adelie penguin,0,12,2006,2006,2441,2,nests
Edmonson Point,EDMO,88.1,165.0666,-74.3167,adelie penguin,0,12,2013,2013,2698,2,nests
Edwards Islands,EDWI,88.3,-103.0057,-73.8701,adelie penguin,12,1,2010,2009,58058,5,nests
Fortenberry,FBER,88.1,167.0789,-70.7662,adelie penguin,4,12,2011,2011,342,5,nests
Fold Island,FOLD,58.4.2,59.32,-67.32,emperor penguin,0,0,1977,1977,450,1,chicks
Fold Island,FOLD,58.4.2,59.32,-67.32,emperor penguin,0,0,1985,1985,348,2,chicks
Fold Island,FOLD,58.4.2,59.32,-67.32,emperor penguin,14,10,2009,2009,213,2,adults
Forbes Glacier,FORB,58.4.2,62.2858,-67.5964,adelie penguin,9,12,2008,2008,2032,1,adults
Forbes Glacier,FORB,58.4.2,62.2858,-67.5964,adelie penguin,11,2,2011,2010,1028,5,nests
Franklin Island East,FRAE,88.1,168.4101,-76.1581,adelie penguin,0,12,1986,1986,1207,2,nests
Franklin Island East,FRAE,88.1,168.4101,-76.1581,adelie penguin,0,12,1989,1989,1020,2,nests
Franklin Island East,FRAE,88.1,168.4101,-76.1581,adelie penguin,0,12,1991,1991,847,2,nests
Franklin Island East,FRAE,88.1,168.4101,-76.1581,adelie penguin,0,12,1992,1992,711,2,nests
Franklin Island East,FRAE,88.1,168.4101,-76.1581,adelie penguin,0,12,1993,1993,953,2,nests
Franklin Island East,FRAE,88.1,168.4101,-76.1581,adelie penguin,0,12,1998,1998,791,2,nests
Franklin Island East,FRAE,88.1,168.4101,-76.1581,adelie penguin,0,12,2001,2001,980,2,nests
Franklin Island East,FRAE,88.1,168.4101,-76.1581,adelie penguin,0,12,2002,2002,800,2,nests
Franklin Island East,FRAE,88.1,168.4101,-76.1581,adelie penguin,0,12,2005,2005,1944,2,nests
Franklin Island East,FRAE,88.1,168.4101,-76.1581,adelie penguin,0,12,2006,2006,1312,2,nests
Franklin Island East,FRAE,88.1,168.4101,-76.1581,adelie penguin,16,2,2011,2010,255,5,nests
Franklin Island East,FRAE,88.1,168.4101,-76.1581,adelie penguin,0,12,2010,2010,991,2,nests
Fram Islands,FRAM,58.4.1,139.7279,-66.6274,adelie penguin,0,0,1998,1998,801,1,nests
Fram Islands,FRAM,58.4.1,139.7279,-66.6274,adelie penguin,15,2,2011,2010,878,5,nests
Franklin Island,FRAN,88.1,168.43,-76.18,emperor penguin,0,0,1964,1964,1700,3,chicks
Franklin Island,FRAN,88.1,168.43,-76.18,emperor penguin,0,0,1965,1965,250,0,None
Franklin Island,FRAN,88.1,168.43,-76.18,emperor penguin,0,0,1983,1983,4989,2,chicks
Franklin Island,FRAN,88.1,168.43,-76.18,emperor penguin,0,0,2000,2000,2915,1,chicks
Franklin Island,FRAN,88.1,168.43,-76.18,emperor penguin,0,0,2001,2001,1496,1,chicks
Franklin Island,FRAN,88.1,168.43,-76.18,emperor penguin,0,0,2001,2001,2304,1,adults
Franklin Island,FRAN,88.1,168.43,-76.18,emperor penguin,0,0,2003,2003,2598,1,chicks
Franklin Island,FRAN,88.1,168.43,-76.18,emperor penguin,0,0,2003,2003,1824,1,adults
Franklin Island,FRAN,88.1,168.43,-76.18,emperor penguin,0,0,2004,2004,5145,1,chicks
Franklin Island,FRAN,88.1,168.43,-76.18,emperor penguin,0,0,2004,2004,5089,1,adults
Franklin Island,FRAN,88.1,168.43,-76.18,emperor penguin,0,0,2005,2005,1966,1,chicks
Franklin Island,FRAN,88.1,168.43,-76.18,emperor penguin,0,0,2005,2005,2460,1,adults
Franklin Island,FRAN,88.1,168.43,-76.18,emperor penguin,0,0,2006,2006,10769,1,chicks
Franklin Island,FRAN,88.1,168.43,-76.18,emperor penguin,0,0,2006,2006,6768,1,adults
Franklin Island,FRAN,88.1,168.43,-76.18,emperor penguin,0,0,2007,2007,5005,2,chicks
Franklin Island,FRAN,88.1,168.43,-76.18,emperor penguin,0,0,2007,2007,4315,1,adults
Franklin Island,FRAN,88.1,168.43,-76.18,emperor penguin,0,0,2008,2008,5079,1,chicks
Franklin Island,FRAN,88.1,168.43,-76.18,emperor penguin,0,0,2008,2008,2103,1,adults
Franklin Island,FRAN,88.1,168.43,-76.18,emperor penguin,13,10,2009,2009,7561,2,adults
Franklin Island,FRAN,88.1,168.43,-76.18,emperor penguin,0,0,2010,2010,2475,2,chicks
Franklin Island,FRAN,88.1,168.43,-76.18,emperor penguin,0,0,2010,2010,5108,1,adults
Franklin Island,FRAN,88.1,168.43,-76.18,emperor penguin,0,0,2011,2011,3804,1,chicks
Franklin Island,FRAN,88.1,168.43,-76.18,emperor penguin,0,0,2011,2011,5609,1,adults
Franklin Island,FRAN,88.1,168.43,-76.18,emperor penguin,0,0,2012,2012,3171,1,chicks
Franklin Island,FRAN,88.1,168.43,-76.18,emperor penguin,0,0,2012,2012,7073,1,adults
Franklin Island West,FRAW,88.1,168.3383,-76.1618,adelie penguin,0,12,1981,1981,42996,2,nests
Franklin Island West,FRAW,88.1,168.3383,-76.1618,adelie penguin,0,12,1986,1986,58987,2,nests
Franklin Island West,FRAW,88.1,168.3383,-76.1618,adelie penguin,0,12,1987,1987,70205,2,nests
Franklin Island West,FRAW,88.1,168.3383,-76.1618,adelie penguin,0,12,1989,1989,54753,2,nests
Franklin Island West,FRAW,88.1,168.3383,-76.1618,adelie penguin,0,12,1991,1991,45630,2,nests
Franklin Island West,FRAW,88.1,168.3383,-76.1618,adelie penguin,0,12,1992,1992,54928,2,nests
Franklin Island West,FRAW,88.1,168.3383,-76.1618,adelie penguin,0,12,1993,1993,41356,2,nests
Franklin Island West,FRAW,88.1,168.3383,-76.1618,adelie penguin,0,12,2005,2005,94338,2,nests
Franklin Island West,FRAW,88.1,168.3383,-76.1618,adelie penguin,0,12,2006,2006,66689,2,nests
