site.name,site.id,ccamlr.region,Longitude.EPSG.4326,Latitude.EPSG.4326,common.name,day,month,year,season.starting,count,accuracy,count.type
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,7,12,2008,2008,1357,1,nests
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,22,12,2008,2008,1168,1,nests
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,28,12,2008,2008,1130,1,nests
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,3,1,2010,2009,1294,1,nests
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,15,1,2010,2009,1257,1,nests
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,13,12,2009,2009,1270,1,nests
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,5,1,2011,2010,1211,1,nests
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,12,1,2011,2010,1310,1,nests
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,2,12,2010,2010,442,1,nests
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,13,12,2010,2010,1271,1,nests
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,22,1,2012,2011,1325,1,nests
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,1,2,2012,2011,1877,1,chicks
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,12,12,2011,2011,1097,1,nests
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,12,1,2013,2012,1264,1,nests
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,12,12,2012,2012,1135,1,nests
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,13,12,2012,2012,1402,1,nests
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,23,12,2012,2012,1302,1,nests
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,4,1,2014,2013,822,1,nests
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,14,1,2014,2013,785,1,nests
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,22,1,2014,2013,688,1,nests
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,13,12,2013,2013,1311,1,nests
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,24,12,2013,2013,1013,1,nests
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,5,1,2015,2014,1595,1,nests
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,12,1,2015,2014,1508,1,nests
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,26,1,2015,2014,1926,1,chicks
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,31,1,2015,2014,1987,1,chicks
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,21,2,2015,2014,1888,1,chicks
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,14,12,2014,2014,1660,1,nests
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,19,2,2016,2015,1485,1,chicks
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,18,11,2015,2015,1149,1,nests
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,16,12,2015,2015,1507,1,nests
Neko Harbor (Andvord Bay),NEKO,48.1,-62.5327,-64.8383,gentoo penguin,25,12,2015,2015,1322,1,nests
Nelly Point,NEPT,48.1,-54.775,-61.157,chinstrap penguin,18,1,1971,1970,150,3,nests
Newell Point,NEWE,48.1,-59.52,-62.3374,chinstrap penguin,1,2,1987,1986,17500,4,adults
North Foreland,NFOR,48.1,-57.688,-61.8928,chinstrap penguin,0,0,1980,1980,23286,2,nests
North Foreland,NFOR,48.1,-57.688,-61.8928,chinstrap penguin,31,1,1987,1986,60000,5,adults
Nigg Rock,NIGG,48.2,-44.864,-60.707,chinstrap penguin,0,0,1908,1908,0,0,nests
Noble Rocks,NOBL,48.1,-63.4335,-64.7849,gentoo penguin,16,12,2010,2010,24,1,nests
Noble Rocks,NOBL,48.1,-63.4335,-64.7849,gentoo penguin,26,1,2016,2015,35,2,nests
Noble Rocks,NOBL,48.1,-63.4335,-64.7849,gentoo penguin,31,12,2015,2015,28,3,nests
North Point,NOPT,48.2,-45.626,-60.672,adelie penguin,5,12,1978,1978,10504,2,nests
North Point,NOPT,48.2,-45.626,-60.672,chinstrap penguin,6,12,1978,1978,7126,1,nests
North Point,NOPT,48.2,-45.626,-60.672,gentoo penguin,0,0,1996,1996,677,1,nests
North Point,NOPT,48.2,-45.626,-60.672,gentoo penguin,0,0,1997,1997,726,1,nests
North Point,NOPT,48.2,-45.626,-60.672,adelie penguin,17,2,2011,2010,13719,5,nests
North Point,NOPT,48.2,-45.626,-60.672,adelie penguin,22,11,2015,2015,6008,1,nests
North Point,NOPT,48.2,-45.626,-60.672,chinstrap penguin,16,12,2015,2015,2047,1,nests
North Point,NOPT,48.2,-45.626,-60.672,gentoo penguin,23,11,2015,2015,1315,1,nests
Norway Bight,NORW,48.2,-45.816,-60.616,chinstrap penguin,4,1,1984,1983,180,4,nests
Promontories on north-central coast,NPRO,48.1,-62.075,-63.25,chinstrap penguin,5,2,1987,1986,100,3,adults
O'Brien Island,OBRI,48.1,-55.956,-61.507,chinstrap penguin,29,12,1976,1976,21400,4,nests
Oliphant Channel,OLIC,48.2,-45.592,-60.729,chinstrap penguin,0,0,1979,1979,143,1,nests
Oliphant Islands,OLII,48.2,-45.594,-60.736,chinstrap penguin,0,0,1979,1979,4502,1,chicks
O'Neill Point,ONEI,48.1,-63.090132,-64.81622,gentoo penguin,0,0,1987,1987,100,1,nests
O'Neill Point,ONEI,48.1,-63.090132,-64.81622,gentoo penguin,13,12,2010,2010,221,1,nests
O'Neill Point,ONEI,48.1,-63.090132,-64.81622,gentoo penguin,22,12,2013,2013,342,1,nests
Offshore Rocks off Cape Wallace,ORCW,48.1,-62.228,-63.235,chinstrap penguin,5,2,1987,1986,8100,4,adults
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,17,1,1984,1983,340,4,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,26,1,1987,1986,860,3,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,7,1,1993,1992,521,1,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,0,0,1994,1994,420,2,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,27,11,1995,1995,431,1,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,4,12,1996,1996,342,1,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,4,12,1997,1997,423,1,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,27,11,1998,1998,370,1,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,6,12,1998,1998,361,1,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,23,1,2000,1999,528,1,chicks
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,27,11,1999,1999,421,1,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,16,12,1999,1999,332,1,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,27,11,1999,1999,3,1,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,23,1,2001,2000,634,1,chicks
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,14,12,2000,2000,396,1,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,15,2,2002,2001,111,1,chicks
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,24,12,2001,2001,106,1,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,14,2,2003,2002,472,1,chicks
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,9,12,2002,2002,338,1,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,5,2,2006,2005,489,1,chicks
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,22,11,2005,2005,350,1,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,22,11,2005,2005,41,4,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,26,1,2007,2006,447,1,chicks
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,14,2,2007,2006,440,1,chicks
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,26,1,2007,2006,65,1,chicks
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,30,1,2008,2007,321,1,chicks
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,15,12,2007,2007,249,1,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,30,1,2008,2007,68,1,chicks
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,15,12,2007,2007,58,1,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,12,2,2009,2008,434,1,chicks
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,16,12,2008,2008,299,1,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,12,2,2009,2008,68,1,chicks
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,16,12,2008,2008,58,1,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,13,1,2010,2009,309,1,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,26,1,2010,2009,526,1,chicks
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,10,11,2009,2009,285,1,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,26,1,2010,2009,120,1,chicks
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,27,12,2010,2010,253,1,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,27,12,2010,2010,103,3,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,23,12,2012,2012,310,1,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,23,1,2013,2012,155,1,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,23,12,2012,2012,141,1,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,4,1,2014,2013,293,1,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,4,1,2014,2013,164,1,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,22,1,2015,2014,313,1,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,22,1,2015,2014,222,1,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,25,12,2015,2015,353,1,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,gentoo penguin,25,12,2015,2015,348,1,nests
Orne Islands,ORNE,48.1,-62.673,-64.662,chinstrap penguin,23,12,2016,2016,298,1,nests
Ornen Rocks,ORRO,48.1,-57.566,-62.009,chinstrap penguin,27,1,1967,1966,1100,3,nests
Outer Island,OUTE,48.2,-45.5806,-60.7069,adelie penguin,17,2,2011,2010,155,5,nests
Owen Island,OWEN,48.1,-58.3886,-61.9332,chinstrap penguin,0,0,1980,1980,21551,2,nests
Owen Island,OWEN,48.1,-58.3886,-61.9332,chinstrap penguin,29,1,1987,1986,25000,4,adults
Paradise Harbor Beacon (Paradise Bay),PABE,48.1,-62.9311,-64.9111,gentoo penguin,24,12,2006,2006,3,1,nests
Pageant Point,PAGE,48.2,-45.5843,-60.7286,adelie penguin,0,11,1978,1978,379,1,nests
Pageant Point,PAGE,48.2,-45.5843,-60.7286,chinstrap penguin,0,0,1978,1978,1219,1,nests
Pageant Point,PAGE,48.2,-45.5843,-60.7286,adelie penguin,17,2,2011,2010,220,5,nests
Palaver Point,PALA,48.1,-61.759,-64.1486,chinstrap penguin,13,12,2011,2011,352,3,nests
Pandemonium Point,PAND,48.2,-45.648,-60.736,chinstrap penguin,0,0,1978,1978,14543,1,chicks
Pandemonium Point,PAND,48.2,-45.648,-60.736,chinstrap penguin,0,0,2009,2009,2385,1,nests
Pantomime Point,PANT,48.2,-45.5833,-60.7266,adelie penguin,0,11,1978,1978,10250,1,nests
Pantomime Point,PANT,48.2,-45.5833,-60.7266,chinstrap penguin,0,0,1978,1978,5426,1,nests
Pantomime Point,PANT,48.2,-45.5833,-60.7266,adelie penguin,17,2,2011,2010,792,5,nests
Patelnia Point,PAPT,48.1,-58.472,-62.235,chinstrap penguin,0,0,1979,1979,2252,2,nests
Patelnia Point,PAPT,48.1,-58.472,-62.235,chinstrap penguin,0,0,1980,1980,1498,2,nests
Patelnia Point,PAPT,48.1,-58.472,-62.235,chinstrap penguin,0,0,1981,1981,1738,2,nests
Patelnia Point,PAPT,48.1,-58.472,-62.235,chinstrap penguin,12,2,1987,1986,2000,3,adults
Patelnia Point,PAPT,48.1,-58.472,-62.235,chinstrap penguin,0,0,1988,1988,1645,2,nests
Patelnia Point,PAPT,48.1,-58.472,-62.235,chinstrap penguin,0,0,1989,1989,1563,2,nests
Patelnia Point,PAPT,48.1,-58.472,-62.235,chinstrap penguin,0,0,1990,1990,1636,2,nests
Patelnia Point,PAPT,48.1,-58.472,-62.235,chinstrap penguin,0,0,1992,1992,1810,2,nests
Patelnia Point,PAPT,48.1,-58.472,-62.235,chinstrap penguin,0,0,1994,1994,1429,2,nests
Patelnia Point,PAPT,48.1,-58.472,-62.235,chinstrap penguin,0,0,1995,1995,1460,2,nests
Patelnia Point,PAPT,48.1,-58.472,-62.235,chinstrap penguin,0,0,1996,1996,1343,2,nests
Patella Island,PATE,48.1,-55.5238,-63.1294,adelie penguin,0,0,1960,1960,1000,5,nests
Patella Island,PATE,48.1,-55.5238,-63.1294,gentoo penguin,0,0,1960,1960,200,4,nests
Paulet Island,PAUL,48.1,-55.7881,-63.5801,adelie penguin,0,0,1981,1981,100000,3,adults
Paulet Island,PAUL,48.1,-55.7881,-63.5801,adelie penguin,30,11,1984,1984,60000,2,nests
Paulet Island,PAUL,48.1,-55.7881,-63.5801,adelie penguin,29,1,2000,1999,117834,4,nests
Paulet Island,PAUL,48.1,-55.7881,-63.5801,adelie penguin,19,2,2011,2010,107285,5,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,26,1,1983,1982,83,1,chicks
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,26,1,1983,1982,3,1,chicks
Port Charcot,PCHA,48.1,-64.026,-65.067,gentoo penguin,26,1,1983,1982,318,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,1,2,1986,1985,3,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,0,0,1990,1990,61,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,0,0,1990,1990,3,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,14,1,2001,2000,18,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,24,1,2001,2000,18,1,chicks
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,4,2,2001,2000,17,1,chicks
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,14,1,2001,2000,12,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,24,1,2001,2000,17,1,chicks
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,4,2,2001,2000,18,1,chicks
Port Charcot,PCHA,48.1,-64.026,-65.067,gentoo penguin,13,1,2001,2000,1200,3,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,15,1,2002,2001,12,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,24,12,2001,2001,34,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,15,1,2002,2001,8,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,24,12,2001,2001,24,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,4,1,2006,2005,17,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,26,1,2006,2005,23,1,chicks
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,4,1,2006,2005,9,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,26,1,2006,2005,12,1,chicks
Port Charcot,PCHA,48.1,-64.026,-65.067,gentoo penguin,4,1,2006,2005,1151,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,15,2,2007,2006,13,1,chicks
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,20,1,2008,2007,14,1,chicks
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,30,12,2007,2007,10,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,20,1,2008,2007,17,1,chicks
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,30,12,2007,2007,11,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,gentoo penguin,20,1,2008,2007,992,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,gentoo penguin,30,12,2007,2007,1233,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,2,1,2009,2008,18,1,chicks
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,28,1,2009,2008,17,1,chicks
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,10,12,2008,2008,11,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,2,1,2009,2008,17,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,19,1,2009,2008,22,1,chicks
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,28,1,2009,2008,20,1,chicks
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,10,12,2008,2008,17,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,gentoo penguin,2,1,2009,2008,893,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,gentoo penguin,28,1,2009,2008,652,1,chicks
Port Charcot,PCHA,48.1,-64.026,-65.067,gentoo penguin,10,12,2008,2008,842,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,6,2,2010,2009,17,1,chicks
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,11,11,2009,2009,13,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,21,11,2009,2009,15,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,14,12,2009,2009,14,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,6,2,2010,2009,30,1,chicks
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,11,11,2009,2009,17,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,21,11,2009,2009,20,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,14,12,2009,2009,17,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,gentoo penguin,6,2,2010,2009,2202,1,chicks
Port Charcot,PCHA,48.1,-64.026,-65.067,gentoo penguin,11,11,2009,2009,640,3,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,gentoo penguin,21,11,2009,2009,1518,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,gentoo penguin,14,12,2009,2009,1954,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,12,1,2011,2010,9,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,23,1,2011,2010,10,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,2,2,2011,2010,11,1,chicks
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,14,2,2011,2010,12,1,chicks
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,4,12,2010,2010,11,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,25,12,2010,2010,11,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,0,0,2010,2010,9,1,chicks
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,12,1,2011,2010,19,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,23,1,2011,2010,20,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,2,2,2011,2010,32,1,chicks
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,14,2,2011,2010,32,1,chicks
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,26,11,2010,2010,12,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,4,12,2010,2010,21,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,25,12,2010,2010,25,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,gentoo penguin,12,1,2011,2010,1180,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,gentoo penguin,23,1,2011,2010,1181,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,gentoo penguin,31,1,2011,2010,814,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,gentoo penguin,14,2,2011,2010,997,1,chicks
Port Charcot,PCHA,48.1,-64.026,-65.067,gentoo penguin,26,11,2010,2010,248,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,gentoo penguin,25,12,2010,2010,1117,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,11,12,2012,2012,15,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,7,1,2013,2012,16,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,11,12,2012,2012,22,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,gentoo penguin,7,1,2013,2012,1484,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,1,1,2014,2013,4,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,11,12,2013,2013,12,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,21,12,2013,2013,10,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,0,0,2013,2013,9,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,1,1,2014,2013,14,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,11,12,2013,2013,18,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,21,12,2013,2013,12,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,gentoo penguin,1,1,2014,2013,1333,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,gentoo penguin,11,12,2013,2013,1435,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,gentoo penguin,21,12,2013,2013,1257,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,gentoo penguin,0,0,2013,2013,1534,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,21,12,2014,2014,10,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,21,12,2014,2014,25,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,gentoo penguin,21,12,2014,2014,1805,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,17,2,2016,2015,6,1,chicks
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,17,2,2016,2015,25,1,chicks
Port Charcot,PCHA,48.1,-64.026,-65.067,gentoo penguin,17,2,2016,2015,1023,1,chicks
Port Charcot,PCHA,48.1,-64.026,-65.067,adelie penguin,24,12,2016,2016,8,1,nests
Port Charcot,PCHA,48.1,-64.026,-65.067,chinstrap penguin,24,12,2016,2016,16,1,nests
Peine Island (Comb Island),PEIN,48.1,-54.717,-63.411,adelie penguin,22,1,2011,2010,3311,5,nests
Penguin Island,PENG,48.1,-57.9269,-62.102,adelie penguin,0,12,1979,1979,1710,1,nests
Penguin Island,PENG,48.1,-57.9269,-62.102,chinstrap penguin,0,12,1979,1979,7058,1,nests
Penguin Island,PENG,48.1,-57.9269,-62.102,adelie penguin,0,0,1980,1980,3114,3,nests
Penguin Island,PENG,48.1,-57.9269,-62.102,chinstrap penguin,0,12,1980,1980,7581,2,nests
Penguin Island,PENG,48.1,-57.9269,-62.102,chinstrap penguin,0,12,1980,1980,8794,1,nests
Penguin Island,PENG,48.1,-57.9269,-62.102,adelie penguin,30,11,1996,1996,2015,2,nests
Penguin Island,PENG,48.1,-57.9269,-62.102,adelie penguin,1,12,1997,1997,2443,1,nests
Penguin Island,PENG,48.1,-57.9269,-62.102,adelie penguin,0,1,2000,1999,2390,1,nests
Penguin Island,PENG,48.1,-57.9269,-62.102,chinstrap penguin,0,1,2000,1999,3774,1,nests
Penguin Island,PENG,48.1,-57.9269,-62.102,adelie penguin,0,12,2000,2000,792,1,nests
Penguin Island,PENG,48.1,-57.9269,-62.102,chinstrap penguin,0,12,2000,2000,3296,1,nests
Penguin Island,PENG,48.1,-57.9269,-62.102,adelie penguin,0,12,2003,2003,684,1,nests
Penguin Island,PENG,48.1,-57.9269,-62.102,chinstrap penguin,0,12,2003,2003,2672,1,nests
Penguin Island,PENG,48.1,-57.9269,-62.102,adelie penguin,18,1,2008,2007,11,1,chicks
Penguin Island,PENG,48.1,-57.9269,-62.102,chinstrap penguin,1,12,2008,2008,0,1,nests
Penguin Island,PENG,48.1,-57.9269,-62.102,chinstrap penguin,14,12,2009,2009,0,1,nests
Penguin Island,PENG,48.1,-57.9269,-62.102,adelie penguin,6,12,2010,2010,231,1,nests
Penguin Island,PENG,48.1,-57.9269,-62.102,chinstrap penguin,6,12,2010,2010,3017,1,nests
Penguin Island,PENG,48.1,-57.9269,-62.102,adelie penguin,12,1,2013,2012,54,1,chicks
Penguin Island,PENG,48.1,-57.9269,-62.102,chinstrap penguin,12,1,2013,2012,1545,3,nests
Penguin Island,PENG,48.1,-57.9269,-62.102,chinstrap penguin,2,1,2014,2013,0,1,nests
Penguin Island,PENG,48.1,-57.9269,-62.102,chinstrap penguin,14,1,2015,2014,0,1,nests
Penguin Point (Seymour Island),PEPO,48.1,-56.7114,-64.3061,adelie penguin,4,11,1985,1985,21954,1,nests
Penguin Point (Seymour Island),PEPO,48.1,-56.7114,-64.3061,adelie penguin,22,12,2006,2006,26400,4,nests
Penguin Point (Seymour Island),PEPO,48.1,-56.7114,-64.3061,adelie penguin,21,12,2009,2009,16015,2,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,22,12,1982,1982,987,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,chinstrap penguin,22,12,1982,1982,0,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,22,12,1982,1982,375,1,nests
